master_person_id,total_campaign_memberships,total_responses,real_engagement_count,automated_touch_count,automation_ratio,webinar_attended_count,event_attended_count,content_response_count,email_response_count,last_response_date,days_since_last_response,responses_7d,responses_14d,responses_30d,responses_90d,response_velocity_30d,engagement_burst_flag,sustained_engagement_flag,seniority_score,persona_score,profile_completeness_score,non_prospect_flag,account_id,is_icp_qualified,is_named_account,intent_score,do_not_contact,account_response_count,engaged_contacts_on_account,account_surge_flag,duplicate_email_flag,shared_mailbox_flag,broken_conversion_link_flag,missing_title_flag,missing_account_flag,opted_out_flag,bounced_or_left_company_flag,structural_block_flag,risk_score,eligibility_status,engagement_quality_score,buying_committee_strength
MP00000000000191,1,0,0,1,1.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,85,0,85.71428571428571,True,001FVr9Qh8yXv6UmFF,True,False,73.0,False,1,1,False,False,False,False,True,False,False,False,True,15,Blocked,0.0,33.33333333333333
MP00000000000192,3,2,2,0,0.0,0,0,2,0,2026-05-20 21:04:04,10.122164351851852,0,1,2,2,2.0,False,False,0,75,85.71428571428571,False,001NbrnTP3fAbnFbmO,False,False,15.0,False,5,3,True,False,True,False,False,False,False,False,False,40,Restricted,50.0,100.0
MP00000000000193,1,0,0,1,1.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,25,0,85.71428571428571,False,0011Id9Z850kEnydx9,True,False,71.0,False,7,2,False,False,False,False,False,False,False,False,False,0,Eligible,0.0,66.66666666666666
MP00000000000194,3,2,2,1,0.3333333333333333,1,1,0,0,2026-04-12 19:30:00,48.18748842592593,0,0,0,2,0.0,False,False,0,100,85.71428571428571,False,001VHWGaub52Ztd26f,True,True,87.0,False,7,2,False,False,False,False,False,False,False,False,False,0,Eligible,85.0,33.33333333333333
MP00000000000195,10,2,2,8,0.8,0,0,1,1,2026-05-24 14:00:00,6.416655092592593,1,1,2,2,2.0,False,False,70,0,85.71428571428571,False,001Ze11MFCIX3BYOtD,False,False,16.0,False,5,3,False,False,False,False,False,False,False,False,False,0,Eligible,35.0,100.0
MP00000000000196,5,3,3,2,0.4,2,0,1,0,2026-05-27 21:04:04,3.122164351851852,1,1,1,3,0.5,False,True,70,85,85.71428571428571,False,001AUuRqphlhHVlnES,True,False,77.0,False,5,2,False,False,False,False,True,False,False,False,False,15,Eligible,63.333333333333336,66.66666666666666
MP00000000000197,3,0,0,1,0.3333333333333333,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,25,85,100.0,False,001pxYyhIKHQI7CRBs,False,False,18.0,False,12,5,True,False,False,False,False,False,False,True,True,100,Blocked,0.0,100.0
MP00000000000198,0,0,0,0,0.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,0,0,85.71428571428571,False,001gatwqilBIzbvfLu,False,False,26.0,False,8,2,True,False,False,False,False,False,False,False,False,0,Eligible,0.0,66.66666666666666
MP00000000000199,0,0,0,0,0.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,0,60,85.71428571428571,False,001RtsYh0OPk9pkjI7,False,False,57.0,False,1,1,False,False,False,False,False,False,False,False,False,0,Eligible,0.0,33.33333333333333
MP00000000000200,1,0,0,1,1.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,100,0,71.42857142857143,False,001QyU7AaqFGJJByVK,False,False,55.0,False,2,1,False,False,False,False,True,False,False,False,False,15,Eligible,0.0,33.33333333333333
MP00000000000201,12,2,2,8,0.6666666666666666,2,0,0,0,2026-05-24 14:00:00,6.416655092592593,1,1,1,2,1.0,False,False,100,0,85.71428571428571,False,001nipuaUkxRFZXe1c,False,False,37.0,False,7,4,True,True,False,True,False,False,False,False,False,30,Eligible,70.0,100.0
MP00000000000202,15,5,5,9,0.6,2,2,1,0,2026-05-24 14:00:00,6.416655092592593,1,1,3,5,1.5,False,True,100,0,71.42857142857143,False,0018EE5GXTeLYHteOt,True,False,63.0,False,7,3,False,True,False,False,True,False,False,False,False,45,Restricted,78.0,100.0
MP00000000000203,5,2,2,1,0.2,1,0,1,0,2026-05-17 21:04:04,13.122164351851852,0,1,2,2,2.0,False,False,50,0,100.0,True,001mn1uj3a1iipkOba,False,False,67.0,False,6,4,True,False,False,False,False,False,False,True,True,100,Blocked,60.0,100.0
MP00000000000204,1,1,1,0,0.0,0,0,1,0,2026-04-20 21:04:04,40.12216435185185,0,0,0,1,0.0,False,False,25,0,85.71428571428571,False,001q4jB6nBvbdFo9xb,False,False,17.0,False,1,1,False,False,False,False,False,False,False,False,False,0,Eligible,50.0,33.33333333333333
MP00000000000205,6,1,1,1,0.16666666666666666,0,1,0,0,2026-05-13 21:04:04,17.12216435185185,0,0,1,1,1.0,False,False,85,75,85.71428571428571,False,001ReIdHFJjuGhmKfF,True,False,63.0,False,3,2,False,True,False,False,True,False,False,False,False,45,Restricted,100.0,66.66666666666666
MP00000000000206,2,2,2,0,0.0,1,1,0,0,2026-04-12 19:30:00,48.18748842592593,0,0,0,2,0.0,False,False,25,0,71.42857142857143,False,001HnKYaXRvj7uff0L,False,True,57.0,False,17,5,True,False,False,False,True,False,False,False,False,15,Eligible,85.0,83.33333333333334
MP00000000000207,5,2,2,2,0.4,0,0,2,0,2026-05-08 21:04:04,22.12216435185185,0,0,1,2,1.0,False,False,25,60,100.0,False,001YCFCdCYSyYUJcvd,False,False,45.0,False,2,1,False,True,False,False,False,False,False,False,False,30,Eligible,50.0,33.33333333333333
MP00000000000208,5,2,2,2,0.4,0,1,0,0,2026-05-21 21:04:04,9.122164351851852,0,1,1,2,1.0,False,False,0,0,71.42857142857143,False,0015QHXw3HNfVOwOc8,False,False,57.0,False,2,1,False,False,False,False,True,False,False,False,False,15,Eligible,50.0,33.33333333333333
MP00000000000209,0,0,0,0,0.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,50,0,85.71428571428571,False,001oBrUBHtYDZw69Cr,True,False,84.0,False,0,0,False,False,False,False,False,False,True,False,True,100,Blocked,0.0,0.0
MP00000000000210,1,0,0,1,1.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,0,85,85.71428571428571,False,001EeVVhDIq2AnHTmt,True,False,72.0,False,6,2,True,False,False,False,False,False,False,False,False,0,Eligible,0.0,66.66666666666666
MP00000000000211,2,1,1,1,0.5,0,0,1,0,2026-05-07 21:04:04,23.12216435185185,0,0,1,1,1.0,False,False,70,100,85.71428571428571,False,001QjBvKNAp0mxDoJJ,False,False,18.0,False,1,1,False,False,False,False,True,False,True,False,True,100,Blocked,50.0,33.33333333333333
MP00000000000212,7,4,4,2,0.2857142857142857,1,2,1,0,2026-05-20 21:04:04,10.122164351851852,0,1,1,4,0.3333333333333333,False,True,85,0,71.42857142857143,False,001jQzW52TdimuPGtk,True,True,67.0,False,13,3,True,False,False,False,True,False,False,False,False,15,Eligible,80.0,50.0
MP00000000000213,1,0,0,1,1.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,70,100,85.71428571428571,False,0010DlgkCplTXJUk13,False,False,24.0,False,0,0,False,False,False,False,True,False,False,False,False,15,Eligible,0.0,0.0
MP00000000000214,2,1,1,1,0.5,1,0,0,0,2026-04-10 14:00:00,50.41665509259259,0,0,0,1,0.0,False,False,0,75,85.71428571428571,False,0012WNl7A4dhjkuRv6,False,True,55.0,False,7,2,False,False,False,False,False,False,False,False,False,0,Eligible,70.0,33.33333333333333
MP00000000000215,7,5,5,2,0.2857142857142857,0,2,3,0,2026-05-08 13:49:00,22.424293981481483,0,0,4,5,4.0,False,True,50,0,71.42857142857143,False,001Q0OsGFUsd37EgEK,True,False,81.0,True,16,3,False,True,False,False,True,False,False,False,True,100,Blocked,70.0,100.0
MP00000000000216,3,2,2,1,0.3333333333333333,1,0,1,0,2026-04-23 21:04:04,37.12216435185185,0,0,0,2,0.0,False,False,0,75,85.71428571428571,False,001w6AQOfMXSfjSNTt,False,False,69.0,False,4,3,False,False,False,False,False,False,False,False,False,0,Eligible,60.0,100.0
MP00000000000217,2,2,2,0,0.0,1,0,0,1,2026-05-10 11:00:00,20.541655092592592,0,0,1,2,1.0,False,False,85,0,71.42857142857143,False,0014vvVSNQLlpIn8sr,True,False,87.0,False,9,3,False,False,False,False,True,False,False,False,False,15,Eligible,45.0,100.0
MP00000000000218,1,0,0,1,1.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,0,60,71.42857142857143,False,001Y7gbtP7ySeQMgV0,False,False,55.0,False,6,3,True,False,False,False,True,False,True,False,True,100,Blocked,0.0,100.0
MP00000000000219,2,1,1,1,0.5,0,0,1,0,2026-05-27 21:04:04,3.122164351851852,1,1,1,1,1.0,False,False,25,0,85.71428571428571,False,001dp0CXP9K63LSFZH,False,False,18.0,False,3,2,False,False,False,False,False,False,False,False,False,0,Eligible,50.0,66.66666666666666
MP00000000000220,3,2,2,1,0.3333333333333333,0,1,0,0,2026-04-23 21:04:04,37.12216435185185,0,0,0,2,0.0,False,False,100,0,71.42857142857143,False,001dp0CXP9K63LSFZH,False,False,18.0,False,3,2,False,False,False,False,True,False,False,False,False,15,Eligible,50.0,66.66666666666666
MP00000000000221,3,1,1,2,0.6666666666666666,0,1,0,0,2026-05-21 21:04:04,9.122164351851852,0,1,1,1,1.0,False,False,0,85,85.71428571428571,False,001HRsYwP8KXSQbD7W,True,False,50.0,False,2,2,False,False,False,False,False,False,False,False,False,0,Eligible,100.0,66.66666666666666
MP00000000000222,3,1,1,2,0.6666666666666666,0,0,1,0,2026-05-10 21:04:04,20.12216435185185,0,0,1,1,1.0,False,False,0,85,85.71428571428571,False,0018EE5GXTeLYHteOt,True,False,63.0,False,7,3,False,False,False,False,False,False,False,True,True,100,Blocked,50.0,100.0
MP00000000000223,2,0,0,1,0.5,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,100,75,100.0,False,001ioRRdzHzmA4KR1V,False,False,28.0,True,2,2,False,False,False,False,False,False,False,False,True,100,Blocked,0.0,66.66666666666666
MP00000000000224,3,1,1,2,0.6666666666666666,0,0,0,0,2026-05-17 21:04:04,13.122164351851852,0,1,1,1,1.0,False,False,0,85,85.71428571428571,False,001mn1uj3a1iipkOba,False,False,67.0,False,6,4,True,False,False,False,False,False,False,False,False,0,Eligible,0.0,100.0
MP00000000000225,1,1,1,0,0.0,0,0,1,0,2026-05-03 21:04:04,27.12216435185185,0,0,1,1,1.0,False,False,70,100,100.0,False,001UpCXiaZ8iZxNNKq,False,False,73.0,False,3,2,False,False,False,False,False,False,False,False,False,0,Eligible,50.0,66.66666666666666
MP00000000000226,3,0,0,2,0.6666666666666666,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,70,75,85.71428571428571,False,001NQO9IEitBdwaiY7,False,False,29.0,False,0,0,False,False,False,False,True,False,False,False,False,15,Eligible,0.0,0.0
MP00000000000227,4,3,3,1,0.25,2,1,0,0,2026-04-19 21:04:04,41.12216435185185,0,0,0,3,0.0,False,False,0,60,85.71428571428571,False,001HNdc06PVz0oRaFx,False,True,17.0,False,8,2,False,False,False,False,False,False,False,False,False,0,Eligible,80.0,33.33333333333333
MP00000000000228,0,0,0,0,0.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,50,85,85.71428571428571,False,001L2lVSID1u7a67h9,False,False,61.0,False,3,2,False,False,False,False,True,False,False,False,False,15,Eligible,0.0,66.66666666666666
MP00000000000229,5,3,3,1,0.2,1,1,1,0,2026-05-10 21:04:04,20.12216435185185,0,0,3,3,3.0,False,True,85,0,85.71428571428571,False,0015qOpx4kysRoORaD,True,False,61.0,False,8,3,True,False,False,False,False,False,False,False,False,0,Eligible,73.33333333333333,100.0
MP00000000000230,10,1,1,9,0.9,1,0,0,0,2026-05-24 14:00:00,6.416655092592593,1,1,1,1,1.0,False,False,85,0,71.42857142857143,False,001zNmREpOaUVgAk7G,True,False,72.0,False,3,2,True,False,False,False,True,False,False,False,False,15,Eligible,70.0,66.66666666666666
MP00000000000231,2,0,0,2,1.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,0,0,57.14285714285714,False,001UnAvwSWJfdjMPqP,False,False,64.0,False,0,0,False,False,False,False,True,False,False,False,False,15,Eligible,0.0,0.0
MP00000000000232,11,0,0,10,0.9090909090909091,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,100,60,85.71428571428571,False,001ciuDCLFuMk9TsuZ,False,False,21.0,False,3,2,False,False,False,False,True,False,False,False,False,15,Eligible,0.0,66.66666666666666
MP00000000000233,5,3,3,2,0.4,0,1,1,0,2026-05-26 21:04:04,4.122164351851852,1,1,2,3,2.0,False,True,85,60,100.0,False,001rSvBpDmH5RiMKpP,True,False,52.0,False,4,2,False,False,False,False,False,False,False,False,False,0,Eligible,50.0,66.66666666666666
MP00000000000234,2,1,1,0,0.0,1,0,0,0,2026-05-20 21:04:04,10.122164351851852,0,1,1,1,1.0,False,False,0,75,71.42857142857143,False,001xsyf348JkxisEdA,True,False,56.0,False,3,2,False,False,False,False,True,False,False,False,False,15,Eligible,70.0,66.66666666666666
MP00000000000235,10,2,2,8,0.8,2,0,0,0,2026-05-25 21:04:04,5.122164351851852,2,2,2,2,2.0,False,False,0,75,71.42857142857143,False,001uQO001xtSV2ceN5,False,False,47.0,False,7,3,True,False,False,False,True,False,False,False,False,15,Eligible,70.0,100.0
MP00000000000236,16,4,4,12,0.75,2,0,1,1,2026-05-24 14:00:00,6.416655092592593,1,1,2,4,1.0,False,True,85,0,85.71428571428571,False,001OQdhtzF3Rth4sMn,False,False,29.0,False,7,3,False,True,False,True,False,False,False,False,False,30,Eligible,52.5,100.0
MP00000000000237,11,2,2,8,0.7272727272727273,2,0,0,0,2026-05-24 14:00:00,6.416655092592593,1,1,2,2,2.0,False,False,70,0,85.71428571428571,False,001DXQsedBEmLtST18,False,False,67.0,False,6,4,False,True,False,False,False,False,True,False,True,100,Blocked,70.0,100.0
MP00000000000238,0,0,0,0,0.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,0,75,85.71428571428571,False,001tUJrhQR6FEecAtp,False,False,46.0,False,1,1,False,False,False,False,False,False,False,False,False,0,Eligible,0.0,33.33333333333333
MP00000000000239,10,1,1,9,0.9,0,0,1,0,2026-05-24 14:00:00,6.416655092592593,1,1,1,1,1.0,False,False,0,75,71.42857142857143,False,001GOAwwln6Eoie0gV,False,False,20.0,False,5,2,False,False,False,False,True,False,False,True,True,100,Blocked,50.0,66.66666666666666
MP00000000000240,2,0,0,1,0.5,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,50,0,85.71428571428571,False,0010IZbcNJOVzNEMr7,False,False,36.0,False,0,0,False,False,False,False,False,False,False,False,False,0,Eligible,0.0,0.0
MP00000000000241,17,6,6,11,0.6470588235294118,4,0,1,0,2026-05-24 14:00:00,6.416655092592593,1,2,5,6,5.0,False,True,25,60,85.71428571428571,False,0012WNl7A4dhjkuRv6,False,True,55.0,False,7,2,False,True,False,True,True,False,False,False,False,45,Restricted,55.0,33.33333333333333
MP00000000000242,5,2,2,2,0.4,1,1,0,0,2026-04-12 19:30:00,48.18748842592593,0,0,0,2,0.0,False,False,0,0,71.42857142857143,False,001GNdzSgVaI5z52Dm,False,True,11.0,False,5,2,False,False,False,False,False,False,False,False,False,0,Eligible,85.0,33.33333333333333
MP00000000000243,11,10,10,1,0.09090909090909091,6,2,2,0,2026-05-28 21:04:04,2.122164351851852,2,2,8,10,4.0,False,True,0,0,57.14285714285714,False,001MPMDEaIaGr8bYPX,True,True,80.0,False,19,4,True,True,False,False,True,False,False,False,False,45,Restricted,72.0,66.66666666666666
MP00000000000244,0,0,0,0,0.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,100,0,85.71428571428571,True,001ogrNwwmq6OLkTkx,True,False,66.0,False,0,0,False,False,False,False,True,False,False,False,True,15,Blocked,0.0,0.0
MP00000000000245,3,1,1,2,0.6666666666666666,1,0,0,0,2026-04-10 14:00:00,50.41665509259259,0,0,0,1,0.0,False,False,0,0,71.42857142857143,False,001kfFNuYUPnmbpD0e,False,True,8.0,False,8,2,False,False,False,False,False,False,False,False,False,0,Eligible,70.0,33.33333333333333
MP00000000000246,1,1,1,0,0.0,1,0,0,0,2026-04-30 21:04:04,30.12216435185185,0,0,0,1,0.0,False,False,70,0,85.71428571428571,False,001OQdhtzF3Rth4sMn,False,False,29.0,False,7,3,False,False,False,False,False,False,False,False,False,0,Eligible,70.0,100.0
MP00000000000247,12,4,4,8,0.6666666666666666,3,1,0,0,2026-05-24 14:00:00,6.416655092592593,1,2,2,4,1.0,False,True,85,60,100.0,False,001sUkiH8G4ZpZDYUv,True,True,95.0,False,4,1,False,False,False,False,False,False,False,True,True,100,Blocked,77.5,16.666666666666664
MP00000000000248,1,1,1,0,0.0,0,0,1,0,2026-04-22 21:04:04,38.12216435185185,0,0,0,1,0.0,False,False,0,85,71.42857142857143,False,001zi6sEg3iCPU6zUj,True,False,55.0,False,1,1,False,False,False,False,True,False,False,False,False,15,Eligible,50.0,33.33333333333333
MP00000000000249,3,2,2,1,0.3333333333333333,0,1,1,0,2026-05-30 21:04:04,0.12216435185185186,1,2,2,2,2.0,False,False,70,0,71.42857142857143,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,False,False,15,Eligible,75.0,0.0
MP00000000000250,11,0,0,10,0.9090909090909091,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,85,100,100.0,False,00117rNy8H6h8l7qgA,False,False,31.0,False,0,0,False,False,False,False,False,False,False,False,False,0,Eligible,0.0,0.0
MP00000000000251,2,2,2,0,0.0,1,0,1,0,2026-05-02 21:04:04,28.12216435185185,0,0,1,2,1.0,False,False,0,0,71.42857142857143,False,001qpepgaxT82ExHgD,True,True,99.0,True,8,3,False,False,False,False,False,False,False,False,True,100,Blocked,60.0,50.0
MP00000000000252,0,0,0,0,0.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,85,0,71.42857142857143,False,001YRsMfihslQFzixl,False,False,44.0,False,7,2,False,False,False,False,True,False,False,False,False,15,Eligible,0.0,66.66666666666666
MP00000000000253,12,4,4,8,0.6666666666666666,1,1,2,0,2026-05-24 14:00:00,6.416655092592593,1,1,3,4,3.0,False,True,0,0,71.42857142857143,False,001uQO001xtSV2ceN5,False,False,47.0,False,7,3,True,False,False,False,False,False,False,False,False,0,Eligible,67.5,100.0
MP00000000000254,2,0,0,1,0.5,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,0,75,85.71428571428571,False,001Ybd3Bh4ZucCkJYy,False,False,30.0,False,7,4,True,False,False,False,False,False,False,False,False,0,Eligible,0.0,100.0
MP00000000000255,13,4,4,9,0.6923076923076923,3,0,1,0,2026-05-24 14:00:00,6.416655092592593,1,2,2,4,1.0,False,True,0,85,71.42857142857143,False,001G895i1JwQV7Vbeq,True,True,53.0,False,4,1,False,False,False,False,True,False,False,False,False,15,Eligible,65.0,16.666666666666664
MP00000000000256,3,2,2,1,0.3333333333333333,0,1,1,0,2026-05-02 09:01:00,28.624293981481483,0,0,2,2,2.0,False,False,50,75,100.0,False,001MPMDEaIaGr8bYPX,True,True,80.0,False,19,4,True,False,False,False,False,False,False,False,False,0,Eligible,75.0,66.66666666666666
MP00000000000257,10,2,2,8,0.8,1,0,0,1,2026-05-10 11:00:00,20.541655092592592,0,0,1,2,1.0,False,False,25,100,85.71428571428571,False,001JnOng0wVJY08YMN,True,False,90.0,False,5,2,False,False,False,False,True,False,False,False,False,15,Eligible,45.0,66.66666666666666
MP00000000000258,3,3,3,0,0.0,1,1,0,0,2026-04-21 21:04:04,39.12216435185185,0,0,0,3,0.0,False,False,0,100,85.71428571428571,False,001f7ZJ69PqcUDO4lK,True,True,75.0,False,10,4,False,False,False,False,False,False,False,False,False,0,Eligible,56.666666666666664,66.66666666666666
MP00000000000259,11,3,3,7,0.6363636363636364,0,0,1,1,2026-05-24 14:00:00,6.416655092592593,2,2,3,3,3.0,False,True,85,60,85.71428571428571,False,0019HpUlwW1uhw3U3x,True,False,89.0,False,8,3,False,False,False,False,True,False,False,False,False,15,Eligible,23.333333333333332,100.0
MP00000000000260,3,2,2,1,0.3333333333333333,1,1,0,0,2026-05-18 21:04:04,12.122164351851852,0,1,2,2,2.0,False,False,70,0,71.42857142857143,False,001iwItCqpgrxMp1ju,False,False,41.0,False,3,2,False,False,False,False,True,False,False,False,False,15,Eligible,85.0,66.66666666666666
MP00000000000261,6,4,4,0,0.0,3,0,1,0,2026-05-21 21:04:04,9.122164351851852,0,1,1,4,0.3333333333333333,False,True,85,100,85.71428571428571,False,001QzkChMbyIbNiCdx,True,False,65.0,False,4,1,False,True,False,True,True,False,False,False,False,45,Restricted,65.0,33.33333333333333
MP00000000000262,3,2,2,1,0.3333333333333333,1,0,0,0,2026-05-18 21:04:04,12.122164351851852,0,1,1,2,1.0,False,False,25,85,85.71428571428571,False,001Fvbgz7h6itCmDDB,False,False,44.0,False,3,2,False,False,False,False,True,False,False,False,False,15,Eligible,35.0,66.66666666666666
MP00000000000263,2,0,0,2,1.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,0,0,57.14285714285714,False,,False,False,0.0,False,0,0,False,False,False,False,False,True,False,True,True,100,Blocked,0.0,0.0
MP00000000000264,12,2,2,10,0.8333333333333334,1,1,0,0,2026-04-12 19:30:00,48.18748842592593,0,0,0,2,0.0,False,False,85,100,100.0,False,001f7ZJ69PqcUDO4lK,True,True,75.0,False,10,4,False,False,False,False,False,False,False,False,False,0,Eligible,85.0,66.66666666666666
MP00000000000265,4,1,1,2,0.5,0,1,0,0,2026-04-15 21:04:04,45.12216435185185,0,0,0,1,0.0,False,False,70,75,85.71428571428571,False,001ioRRdzHzmA4KR1V,False,False,28.0,True,2,2,False,False,False,False,True,False,False,False,True,100,Blocked,100.0,66.66666666666666
MP00000000000266,3,1,1,1,0.3333333333333333,1,0,0,0,2026-04-29 21:04:04,31.12216435185185,0,0,0,1,0.0,False,False,0,0,57.14285714285714,False,001Y7gbtP7ySeQMgV0,False,False,55.0,False,6,3,True,False,False,False,True,False,False,False,False,15,Eligible,70.0,100.0
MP00000000000267,2,0,0,1,0.5,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,25,0,71.42857142857143,False,0018GrgmolaHr8IRh1,False,False,22.0,False,3,2,False,False,False,False,True,False,False,False,False,15,Eligible,0.0,66.66666666666666
MP00000000000268,5,4,4,0,0.0,2,0,1,1,2026-05-29 21:04:04,1.1221643518518518,1,1,2,4,1.0,False,True,85,0,71.42857142857143,False,001GOAwwln6Eoie0gV,False,False,20.0,False,5,2,False,True,False,False,True,False,False,False,False,45,Restricted,52.5,66.66666666666666
MP00000000000269,1,0,0,1,1.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,50,60,85.71428571428571,False,001ZFfPliupqoU7sSa,False,False,42.0,False,0,0,False,False,False,False,True,False,False,False,False,15,Eligible,0.0,0.0
MP00000000000270,5,0,0,3,0.6,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,25,100,100.0,False,001YYojmLVOkVEUVB5,False,False,23.0,False,1,1,False,False,False,False,False,False,False,False,False,0,Eligible,0.0,33.33333333333333
MP00000000000271,1,0,0,1,1.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,0,0,57.14285714285714,False,0013MsHarAJOCBnD3X,False,False,22.0,False,1,1,False,False,False,False,True,False,False,False,False,15,Eligible,0.0,33.33333333333333
MP00000000000272,2,2,2,0,0.0,0,0,2,0,2026-05-20 21:04:04,10.122164351851852,0,1,2,2,2.0,False,False,50,0,71.42857142857143,False,001CPwdHnAnqZuJJEv,True,False,95.0,False,2,1,False,False,False,False,True,False,False,False,False,15,Eligible,50.0,33.33333333333333
MP00000000000273,11,2,2,9,0.8181818181818182,0,0,2,0,2026-05-24 14:00:00,6.416655092592593,1,1,2,2,2.0,False,False,100,85,100.0,False,001ltn3Wd9GV98gOqY,True,False,54.0,False,2,1,False,False,False,False,False,False,False,False,False,0,Eligible,50.0,33.33333333333333
MP00000000000274,2,1,1,1,0.5,1,0,0,0,2026-05-21 21:04:04,9.122164351851852,0,1,1,1,1.0,False,False,85,100,100.0,False,001tTThRRk7GWSkhWq,False,False,17.0,False,3,3,False,True,False,False,False,False,False,False,False,30,Eligible,70.0,100.0
MP00000000000275,9,1,1,8,0.8888888888888888,0,1,0,0,2026-04-20 21:04:04,40.12216435185185,0,0,0,1,0.0,False,False,25,60,100.0,False,001RCQ5WMO5AHO4Zek,False,False,44.0,True,4,2,False,False,False,False,False,False,False,False,True,100,Blocked,100.0,66.66666666666666
MP00000000000276,4,0,0,2,0.5,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,100,0,85.71428571428571,False,001EcFK12BGCSzOjD8,True,False,72.0,False,0,0,False,False,False,False,False,False,False,False,False,0,Eligible,0.0,0.0
MP00000000000277,2,1,1,1,0.5,1,0,0,0,2026-04-22 21:04:04,38.12216435185185,0,0,0,1,0.0,False,False,100,75,100.0,False,001Ybd3Bh4ZucCkJYy,False,False,30.0,False,7,4,True,False,False,False,False,False,False,False,False,0,Eligible,70.0,100.0
MP00000000000278,17,5,5,11,0.6470588235294118,1,2,2,0,2026-05-28 21:04:04,2.122164351851852,2,2,3,5,1.5,False,True,85,0,85.71428571428571,False,001jQzW52TdimuPGtk,True,True,67.0,False,13,3,True,True,False,True,False,False,False,False,False,30,Eligible,74.0,50.0
MP00000000000279,4,1,1,2,0.5,0,0,0,1,2026-05-10 11:00:00,20.541655092592592,0,0,1,1,1.0,False,False,70,75,100.0,False,001LAQvc1v9r86eNwX,True,False,84.0,False,3,2,False,False,False,False,False,False,False,False,False,0,Eligible,20.0,66.66666666666666
MP00000000000280,3,2,2,0,0.0,1,0,1,0,2026-04-22 21:04:04,38.12216435185185,0,0,0,2,0.0,False,False,70,100,100.0,False,0015BRh8LojIIf94Ch,False,True,44.0,False,3,2,False,False,False,False,False,False,False,False,False,0,Eligible,60.0,33.33333333333333
MP00000000000281,1,0,0,0,0.0,0,0,0,0,,180.0,0,0,0,0,0.0,False,False,0,85,85.71428571428571,False,001eoPni6JDWYlgAAC,False,False,39.0,False,0,0,False,False,False,False,False,False,False,False,False,0,Eligible,0.0,0.0
MP00000000000282,5,3,3,2,0.4,1,1,0,0,2026-04-19 21:04:04,41.12216435185185,0,0,0,3,0.0,False,False,100,60,100.0,False,001GNdzSgVaI5z52Dm,False,True,11.0,False,5,2,False,False,False,False,False,False,True,False,True,100,Blocked,56.666666666666664,33.33333333333333
MP00000000000283,10,1,1,9,0.9,1,0,0,0,2026-05-24 14:00:00,6.416655092592593,1,1,1,1,1.0,False,False,100,75,85.71428571428571,False,001INM1MjeBsrdFtCd,True,False,54.0,False,2,2,False,False,False,False,True,False,False,False,False,15,Eligible,70.0,66.66666666666666
MP00000000000284,1,1,1,0,0.0,1,0,0,0,2026-05-14 21:04:04,16.12216435185185,0,0,1,1,1.0,False,False,100,0,71.42857142857143,False,0011Id9Z850kEnydx9,True,False,71.0,False,7,2,False,False,False,False,True,False,False,False,False,15,Eligible,70.0,66.66666666666666
MP00000000000285,1,1,1,0,0.0,0,1,0,0,2026-05-28 21:04:04,2.122164351851852,1,1,1,1,1.0,False,False,70,75,100.0,False,0014HZKjht3X13npgW,False,False,32.0,False,7,2,True,False,False,False,False,False,False,False,False,0,Eligible,100.0,66.66666666666666
MP00000000000286,15,3,3,8,0.5333333333333333,2,0,1,0,2026-05-24 14:00:00,6.416655092592593,1,1,1,3,0.5,False,True,0,0,57.14285714285714,False,001GoEd9Sf53GRx8ff,False,False,65.0,False,9,4,True,True,False,False,True,False,False,False,False,45,Restricted,63.333333333333336,100.0
