cm_id,entity_id,entity_type,campaign_name,campaign_type,member_status,is_responded,response_date,is_active
00vx35AuhUhMEpnMwt,003a5FDEkUturFIxYe,Contact,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vB2LBLoS4d7vFlZy,003a5FDEkUturFIxYe,Contact,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vfTJOj5iGVXnVLDz,003a5FDEkUturFIxYe,Contact,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vBR7X28rXmsaZunU,003a5FDEkUturFIxYe,Contact,Email: Quarterly Product Feature Announcement,Email,Sent,False,,True
00vy9E5uq2vK3c3EqU,003a5FDEkUturFIxYe,Contact,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00viiNUyRXMdLjG8zT,0037Tc4JlLF7BYZ8fO,Contact,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vXwc8268S0OOI1PC,0037Tc4JlLF7BYZ8fO,Contact,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vi4xznLyNqUaIWbD,0037Tc4JlLF7BYZ8fO,Contact,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vP3R6LeDwjQrftWv,0037Tc4JlLF7BYZ8fO,Contact,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vArHGPpWuJqBvWKc,0037Tc4JlLF7BYZ8fO,Contact,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vuSqXnZnVHOg1Xki,0037Tc4JlLF7BYZ8fO,Contact,Email: Quarterly Product Feature Announcement,Email,Sent,False,,True
00vV1dz6o1vwChdchu,0037Tc4JlLF7BYZ8fO,Contact,Email: Quarterly Product Feature Announcement,Email,Sent,False,,True
00vCor7oe3qHivw7up,0037Tc4JlLF7BYZ8fO,Contact,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vtyuOCMtoiwxIZPK,0037Tc4JlLF7BYZ8fO,Contact,Content: Zero Trust Infrastructure Whitepaper,Content Syndication,Registered,True,2026-05-24 14:00:00,True
00vUsE5gzcW4VqNWzo,003S3V0IvwNhBDG7Xk,Contact,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vO7sabgyK8NfTEKS,003S3V0IvwNhBDG7Xk,Contact,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00v8hvtvcSErSyhbLy,003S3V0IvwNhBDG7Xk,Contact,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vCMb0UBcxJOJEAL6,003S3V0IvwNhBDG7Xk,Contact,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vQyRgXJWPV5Ayp9X,003S3V0IvwNhBDG7Xk,Contact,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vwPwGzECiHqfnXYU,003S3V0IvwNhBDG7Xk,Contact,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00velL4tEtMA05tSTz,003S3V0IvwNhBDG7Xk,Contact,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vGbR03adCSXVBwYy,003S3V0IvwNhBDG7Xk,Contact,Email: Quarterly Product Feature Announcement,Email,Sent,False,,True
00vl9z3DKqWe21GAKf,003S3V0IvwNhBDG7Xk,Contact,Webinar: CISO Guide to Ransomware Mitigation,Webinar,Attended,True,2026-05-24 14:00:00,True
00v7XkqOtjx5KWHXju,00QB1BhEOgzIafLMsF,Lead,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vyVt7Nq4RlQtreGX,00QB1BhEOgzIafLMsF,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vPVRfxBFbudIOHQn,00QB1BhEOgzIafLMsF,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vFWH316qPk6qGmu8,00QB1BhEOgzIafLMsF,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vlkmymF2ys4cJ9PD,00QB1BhEOgzIafLMsF,Lead,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vWxTxDOQez7EcH0y,00QB1BhEOgzIafLMsF,Lead,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vgyJc2PysuyMCgLy,00QB1BhEOgzIafLMsF,Lead,Email: Quarterly Product Feature Announcement,Email,Sent,False,,True
00v4ULbWpXcJREasuP,00QB1BhEOgzIafLMsF,Lead,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vhe1IgyHJCarhupL,00QB1BhEOgzIafLMsF,Lead,Content: SIEM Evaluation Checklist,Content Syndication,Registered,True,2026-05-24 14:00:00,True
00vTWvkXihJ5bRCXFi,003CsEFHYHbV92hB0B,Contact,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vm9HUZl0NawoX0Du,003CsEFHYHbV92hB0B,Contact,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vJVRh2Ts4VjHlJw6,003CsEFHYHbV92hB0B,Contact,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vDJ5vVLg5fEbczCd,003CsEFHYHbV92hB0B,Contact,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vep5xu7pYVNKmBIh,003CsEFHYHbV92hB0B,Contact,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vVzCP1art6OSKSPP,003CsEFHYHbV92hB0B,Contact,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vNDookJAZSuUE89v,003CsEFHYHbV92hB0B,Contact,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vH31KR8SnhfvbvrD,003CsEFHYHbV92hB0B,Contact,Email: Quarterly Product Feature Announcement,Email,Sent,False,,True
00vXzhgE9DtBrUzCFW,003CsEFHYHbV92hB0B,Contact,Content: SOC Analyst Team Scaling Report,Content Syndication,Registered,True,2026-05-24 14:00:00,True
00vyJsu6QVJLpQGvz0,00Q4QDoafgJE6WeS4N,Lead,Email: Cyber Threat Intelligence Bulletin,Email,Clicked,True,2026-05-24 14:00:00,True
00vKL57SznizHcVBBC,00Q4QDoafgJE6WeS4N,Lead,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vDUmJZinDlUVBPf6,00Q4QDoafgJE6WeS4N,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vhIAlXz7OkmoQWdi,00Q4QDoafgJE6WeS4N,Lead,Email: Quarterly Product Feature Announcement,Email,Sent,False,,True
00v5pxWY3Z7x9qo4yv,00Q4QDoafgJE6WeS4N,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vvHyWLfFpSdW1qGZ,00Q4QDoafgJE6WeS4N,Lead,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vGWvg7NVGakvtiXu,00Q4QDoafgJE6WeS4N,Lead,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vVsiubI8AG7HbloK,00Q4QDoafgJE6WeS4N,Lead,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00v34c3MSuyzmKJiYJ,00Q4QDoafgJE6WeS4N,Lead,Webinar: Securing DevSecOps Pipelines,Webinar,Attended,True,2026-05-24 14:00:00,True
00v5GmXeXXJXkYDPys,00QAw1W0rFsMhfQ9b5,Lead,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00voVHFDbecGtQjbQT,00QAw1W0rFsMhfQ9b5,Lead,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vf3wwqyGMORd3ziC,00QAw1W0rFsMhfQ9b5,Lead,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vbgkQJpkd1yD4vT5,00QAw1W0rFsMhfQ9b5,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00va7FE3QnHNAX1u8j,00QAw1W0rFsMhfQ9b5,Lead,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vEqPvRMCfcgAL0Di,00QAw1W0rFsMhfQ9b5,Lead,Email: Critical Vulnerability Alert Notification,Email,Sent,False,,True
00vvJc0jSvoR8BaqOm,00QAw1W0rFsMhfQ9b5,Lead,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vvk4v7NxuhAnLBrk,00QAw1W0rFsMhfQ9b5,Lead,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vZCRgXtlIDozxve5,00QAw1W0rFsMhfQ9b5,Lead,Content: SOC Analyst Team Scaling Report,Content Syndication,Registered,True,2026-05-24 14:00:00,True
00vlO784To5AWD2pls,003gOHafUozD13kay5,Contact,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00v1MCEL1wg4U0nGPc,003gOHafUozD13kay5,Contact,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vVo5ONhD17MSJaeR,003gOHafUozD13kay5,Contact,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vDh2zR8ZhqjczLdV,003gOHafUozD13kay5,Contact,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00v5NdguCgSUllteE1,003gOHafUozD13kay5,Contact,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00v8aaeq4XnuGTBsjH,003gOHafUozD13kay5,Contact,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vMQ4DD58pKWkVksT,003gOHafUozD13kay5,Contact,Email: Quarterly Product Feature Announcement,Email,Sent,False,,True
00vucmLac8dsCe0tjF,003gOHafUozD13kay5,Contact,Email: Critical Vulnerability Alert Notification,Email,Sent,False,,True
00vq6SrNhMLSUTBw16,003gOHafUozD13kay5,Contact,Content: SOC Analyst Team Scaling Report,Content Syndication,Registered,True,2026-05-24 14:00:00,True
00vsoJKr0TP1XQkDRu,00Q406gnZi91SofSYY,Lead,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vZZgnbDrp3Qd9Agl,00Q406gnZi91SofSYY,Lead,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00v5bJxSCdoc4yhYuY,00Q406gnZi91SofSYY,Lead,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vf6u1dK7NRqjOQsv,00Q406gnZi91SofSYY,Lead,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00veMxxftFY6Vefp88,00Q406gnZi91SofSYY,Lead,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vvUTt758M2gQ1tEh,00Q406gnZi91SofSYY,Lead,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vXkFO8zbWhz0ePHw,00Q406gnZi91SofSYY,Lead,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00voi2aBecjtIxYPAB,00Q406gnZi91SofSYY,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vQQA4FUKgerUT0TL,00QZKVBO7iEGd50DF5,Lead,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vGIHmr8yh6Ih7DHv,00QZKVBO7iEGd50DF5,Lead,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vvAK9MOx9VHjDGa6,00QZKVBO7iEGd50DF5,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vjaNIP6sjlnAbFTS,00QZKVBO7iEGd50DF5,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vdyB2VK9xNvrIz3q,00QZKVBO7iEGd50DF5,Lead,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vI6xFzx1uEgAvcPX,00QZKVBO7iEGd50DF5,Lead,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00v9pUF4Om5bcvZvuX,00QZKVBO7iEGd50DF5,Lead,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vRDpPgEIgW0grDj0,00QZKVBO7iEGd50DF5,Lead,Email: Critical Vulnerability Alert Notification,Email,Sent,False,,True
00v77rtO9s9FUcI40J,00QZKVBO7iEGd50DF5,Lead,Webinar: Securing DevSecOps Pipelines,Webinar,Attended,True,2026-05-24 14:00:00,True
00vNoFixyaXVpnPbJs,00Q7xLDnuU95kSDtlD,Lead,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vMMobQSg9JNtqUjM,00Q7xLDnuU95kSDtlD,Lead,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vwGXjuCuzahcn7cx,00Q7xLDnuU95kSDtlD,Lead,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00v08gwOGTZgGNVF4u,00Q7xLDnuU95kSDtlD,Lead,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vARX0nhGsrNcIXzu,00Q7xLDnuU95kSDtlD,Lead,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vLZY1rsaj8RjHZle,00Q7xLDnuU95kSDtlD,Lead,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vCsc6Z24bjQNY5WL,00Q7xLDnuU95kSDtlD,Lead,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vafq5W2JUZYXMT0x,00Q7xLDnuU95kSDtlD,Lead,Email: Critical Vulnerability Alert Notification,Email,Sent,False,,True
00vTzIWr8nefUFg11N,00Q7xLDnuU95kSDtlD,Lead,Webinar: CISO Guide to Ransomware Mitigation,Webinar,Attended,True,2026-05-24 14:00:00,True
00v6vfRjNBKatcwaUX,003JwtAapnTB0iT2Cw,Contact,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vgOFGemqYVythVCP,003JwtAapnTB0iT2Cw,Contact,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vqdSbn9BqMM8BLoL,003JwtAapnTB0iT2Cw,Contact,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vy8MfYzsaxnAYv6R,003JwtAapnTB0iT2Cw,Contact,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vv5yfZf9LNsWkoc5,003JwtAapnTB0iT2Cw,Contact,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vrsGCsIWNYKFGC3p,003JwtAapnTB0iT2Cw,Contact,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00v95CDUB6VnDJtmm9,003JwtAapnTB0iT2Cw,Contact,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vGg2BJVZ9rb5qs6Y,003JwtAapnTB0iT2Cw,Contact,Email: Critical Vulnerability Alert Notification,Email,Sent,False,,True
00vroPGPT95xkJgWbn,003JwtAapnTB0iT2Cw,Contact,Content: Zero Trust Infrastructure Whitepaper,Content Syndication,Registered,True,2026-05-24 14:00:00,True
00vpa6dMXKxzvSS7MO,00QUtINcq8JIWct6aw,Lead,Email: Quarterly Product Feature Announcement,Email,Sent,False,,True
00vgC71VRjFSj4XYZ0,00QUtINcq8JIWct6aw,Lead,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00v8pM1OyCfR97qmhV,00QUtINcq8JIWct6aw,Lead,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vBcawNDotLhSyvyY,00QUtINcq8JIWct6aw,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vl2UyyYHKa6PMuE0,00QUtINcq8JIWct6aw,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vpiR8S9yU7whZOuM,00QUtINcq8JIWct6aw,Lead,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00v9aPWXgVdYAz0CIW,00QUtINcq8JIWct6aw,Lead,Email: Critical Vulnerability Alert Notification,Email,Sent,False,,True
00vMf61aPIiVGs8ZMV,00QUtINcq8JIWct6aw,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vhPndPGE386p9168,00QUtINcq8JIWct6aw,Lead,Content: Zero Trust Infrastructure Whitepaper,Content Syndication,Registered,True,2026-05-24 14:00:00,True
00vei9VGiizUG9YhxN,00Qsjmc5L6TurNVG8O,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Clicked,True,2026-05-24 14:00:00,True
00vnblqhMLAl4Le0Aa,00Qsjmc5L6TurNVG8O,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vnJeJolvWH2NyCgx,00Qsjmc5L6TurNVG8O,Lead,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vCq0J0kllMVqQr7X,00Qsjmc5L6TurNVG8O,Lead,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vARHF22eWncpLGtE,00Qsjmc5L6TurNVG8O,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vtvPWdNy3WG5d5JQ,00Qsjmc5L6TurNVG8O,Lead,Email: Quarterly Product Feature Announcement,Email,Sent,False,,True
00v77DhlSySnlFeXkt,00Qsjmc5L6TurNVG8O,Lead,Email: Quarterly Product Feature Announcement,Email,Sent,False,,True
00vK6DoC4JLwEJVe7Y,00Qsjmc5L6TurNVG8O,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vQeDny5aSA7yO1gj,00Qsjmc5L6TurNVG8O,Lead,Content: SOC Analyst Team Scaling Report,Content Syndication,Registered,True,2026-05-24 14:00:00,True
00vTjmXHw7b6RJkpNi,0039aVl5pEfur8hx5g,Contact,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00v7Zkg3QGmkBS8Vsv,0039aVl5pEfur8hx5g,Contact,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vDaM0IiDZeQjMA3N,0039aVl5pEfur8hx5g,Contact,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vjTuuQb72chsHphA,0039aVl5pEfur8hx5g,Contact,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vQaz9iocUGa4PQ2N,0039aVl5pEfur8hx5g,Contact,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vumhAJ0I1gzyh0WL,0039aVl5pEfur8hx5g,Contact,Email: Critical Vulnerability Alert Notification,Email,Sent,False,,True
00vTsp1prp6yBqCbHr,0039aVl5pEfur8hx5g,Contact,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vIgTfzi6Zkaifwtb,0039aVl5pEfur8hx5g,Contact,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vgSmukujpkO85uZl,0039aVl5pEfur8hx5g,Contact,Content: Zero Trust Infrastructure Whitepaper,Content Syndication,Registered,True,2026-05-24 14:00:00,True
00vBsvqdRSEz6UPKcg,00Q2UoYXdJmceAta7p,Lead,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vWYtQZCRIkcfBGbo,00Q2UoYXdJmceAta7p,Lead,Email: Quarterly Product Feature Announcement,Email,Sent,False,,True
00vXHXaVDZAX0t3l9n,00Q2UoYXdJmceAta7p,Lead,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00v7VOw2cTvztEL0gl,00Q2UoYXdJmceAta7p,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vXnRVC8BpVQfyI80,00Q2UoYXdJmceAta7p,Lead,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vC6Xgv5khmxGWd4m,00Q2UoYXdJmceAta7p,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vQePN3KSa9EyghpZ,00Q2UoYXdJmceAta7p,Lead,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vD20hg4uydW0nPU2,00Q2UoYXdJmceAta7p,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vwN61FFgVqoJypS3,00Q2UoYXdJmceAta7p,Lead,Webinar: SIEM Scaling Strategies,Webinar,Attended,True,2026-05-24 14:00:00,True
00vDErKLWTZWtQNpXr,00QWkEfvHX7ts4fzMN,Lead,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vy4kAxVvOsCvJQbX,00QWkEfvHX7ts4fzMN,Lead,Email: Critical Vulnerability Alert Notification,Email,Sent,False,,True
00vvOF5F7N1TCLW7w1,00QWkEfvHX7ts4fzMN,Lead,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vU5Ez9IxG9ntc0Qd,00QWkEfvHX7ts4fzMN,Lead,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vPX0Cy2Q1tbMEHyj,00QWkEfvHX7ts4fzMN,Lead,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vSFrolKLiIQclf9i,00QWkEfvHX7ts4fzMN,Lead,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vtjoRSYrBqQl8pDe,00QWkEfvHX7ts4fzMN,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vucpwwR9c8czDezt,00QWkEfvHX7ts4fzMN,Lead,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vqDyVgI5L7jPUazb,00QEvtX9CXu07dWeDl,Lead,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vgj14HoSbxrIvP6x,00QEvtX9CXu07dWeDl,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vJd8nuaEVLP5nOE1,00QEvtX9CXu07dWeDl,Lead,Ad: Google Search - Enterprise Cybersecurity Keywords,Advertisement,Sent,False,,True
00vqZcGRZyxOYi73Il,00QEvtX9CXu07dWeDl,Lead,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00vjIxubgVcN4bS7Qk,00QEvtX9CXu07dWeDl,Lead,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vKmtcBDkhleOQUYK,00QEvtX9CXu07dWeDl,Lead,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vTj5WLg0nDj5cdI2,00QEvtX9CXu07dWeDl,Lead,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vOBrCdrIEH3W35dl,00QEvtX9CXu07dWeDl,Lead,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00v8k8I3qRwJi2EaJY,00QEvtX9CXu07dWeDl,Lead,Webinar: Advanced SOC Threat Detection,Webinar,Attended,True,2026-05-24 14:00:00,True
00v26BRpYvwnIRDHHa,00QdMJ2pFtnluESSCy,Lead,Email: Critical Vulnerability Alert Notification,Email,Sent,False,,True
00vzDC19f4FL7jsydL,00QdMJ2pFtnluESSCy,Lead,Email: Quarterly Product Feature Announcement,Email,Sent,False,,True
00v3QeNxhbv1eFAuTy,00QdMJ2pFtnluESSCy,Lead,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vXe0Nx98JwdCG32V,00QdMJ2pFtnluESSCy,Lead,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vIw8PqZXfL8IqbB5,00QdMJ2pFtnluESSCy,Lead,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vaFSy2gkDOSdZdoA,00QdMJ2pFtnluESSCy,Lead,Email: Critical Vulnerability Alert Notification,Email,Sent,False,,True
00vxBxROsfd8f5JaPd,00QdMJ2pFtnluESSCy,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vIwTacvrDQ5oQkf9,00QdMJ2pFtnluESSCy,Lead,Email: Critical Vulnerability Alert Notification,Email,Sent,False,,True
00v4XDOPO1uoLt19Up,00QdMJ2pFtnluESSCy,Lead,Content: SOC Analyst Team Scaling Report,Content Syndication,Registered,True,2026-05-24 14:00:00,True
00vjPQVpOdfrvSBcXQ,00QihJc1y14hw07xQF,Lead,Email: Quarterly Product Feature Announcement,Email,Clicked,True,2026-05-24 14:00:00,True
00v39o68V1WXyJWLxh,00QihJc1y14hw07xQF,Lead,Ad: LinkedIn Lead Gen - EDR Buyers Guide,Advertisement,Sent,False,,True
00vVaGvVYCLcwsSGeq,00QihJc1y14hw07xQF,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vFnYuyrcwpuJJBlx,00QihJc1y14hw07xQF,Lead,Telemarketing: Outbound SDR Cold Sequence,Telemarketing,Sent,False,,True
00vjBKghQdRxQeHzAF,00QihJc1y14hw07xQF,Lead,Email: Quarterly Product Feature Announcement,Email,Sent,False,,True
00v9tnkpZzFmYCROQ0,00QihJc1y14hw07xQF,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00v2j1qv8E5a0sZZG2,00QihJc1y14hw07xQF,Lead,Email: Monthly Security Insights Newsletter,Email,Sent,False,,True
00v1SidVr8pTrsakpC,00QihJc1y14hw07xQF,Lead,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00v92eACEHYviZlB6A,00QihJc1y14hw07xQF,Lead,Content: Zero Trust Infrastructure Whitepaper,Content Syndication,Registered,True,2026-05-24 14:00:00,True
00vOC9G6urF2V7oa45,00QRaDioQaRY9AiexT,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vz3auLlCPdRmxpLg,00QRaDioQaRY9AiexT,Lead,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vrsLAWvh28zXii51,00QRaDioQaRY9AiexT,Lead,Ad: Dark Reading Homepage Digital Banner,Advertisement,Sent,False,,True
00vbzMG18gcRB5odZ7,00QRaDioQaRY9AiexT,Lead,Email: Critical Vulnerability Alert Notification,Email,Sent,False,,True
00vezOrC2z1XgMnRE0,00QRaDioQaRY9AiexT,Lead,Email: Critical Vulnerability Alert Notification,Email,Sent,False,,True
00vHX4zt2v1uyoARsG,00QRaDioQaRY9AiexT,Lead,Telemarketing: Event Attendee Follow-up Call,Telemarketing,Sent,False,,True
00vMIGuekPRxK4t7qK,00QRaDioQaRY9AiexT,Lead,Email: Cyber Threat Intelligence Bulletin,Email,Sent,False,,True
00vGtH3909BcjpP0kM,00QRaDioQaRY9AiexT,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vXUkU4mAxBsW5UHi,00QRaDioQaRY9AiexT,Lead,Content: SIEM Evaluation Checklist,Content Syndication,Registered,True,2026-05-24 14:00:00,True
00vPuDGT8SjF4Boq87,00QJBLWL12T3DE3BdO,Lead,Telemarketing: Inbound Lead Qualification,Telemarketing,Sent,False,,True
00vlHZqNYU8Nwp3k7i,00QJBLWL12T3DE3BdO,Lead,Email: Critical Vulnerability Alert Notification,Email,Sent,False,,True
